,full_name,brand,resale_price,registered_year,engine_capacity,kms_driven,owner_type,transmission_type,fuel_type,mileage,body_type,seats
6552,Kia Seltos HTK Plus G,Kia,1050000.0,2021,1497.0,27474,First Owner,Manual,Petrol,16.8,SUV,5
6553,Honda City V CVT,Honda,1126000.0,2020,1498.0,23731,First Owner,Automatic,Petrol,18.3,Sedan,5
6554,Volkswagen Vento 1.2 TSI Highline AT,Volkswagen,821000.0000000001,2017,1197.0,41050,First Owner,Automatic,Petrol,18.19,Sedan,5
6555,MG Hector Sharp DCT,MG,1508000.0,2019,1451.0,58287,Second Owner,Automatic,Petrol,13.96,SUV,5
6556,Hyundai Verna VTVT 1.4 EX,Hyundai,827000.0,2019,1368.0,33547,First Owner,Manual,Petrol,19.1,Sedan,5
6557,Skoda Rapid 1.0 TSI Style,Skoda,1035000.0,2021,999.0,14758,First Owner,Manual,Petrol,18.97,Sedan,5
6558,Maruti Ritz Genus VXi,Maruti,192000.0,2010,1197.0,108345,Second Owner,Manual,Petrol,18.5,Hatchback,5
6559,Honda New Accord 3.5 V6,Honda,409999.99999999994,2009,3471.0,80000,Third Owner,Automatic,Petrol,10.7,Sedan,5
6560,Maruti Alto LXi,Maruti,9500000.0,2009,796.0,60000,Third Owner,Manual,Petrol,19.7,Hatchback,5
6561,Maruti SX4 Zxi BSIII,Maruti,150000.0,2008,1586.0,20000,Second Owner,Manual,Petrol,15.0,Sedan,5
6562,Fiat Avventura Power Up 1.3 Emotion,Fiat,350000.0,2015,1248.0,110000,First Owner,Manual,Diesel,20.5,Hatchback,5
6563,Fiat Grande Punto 1.3 Dynamic (Diesel),Fiat,150000.0,2010,1248.0,90000,First Owner,Manual,Diesel,20.3,Hatchback,5
6564,Volkswagen Passat Diesel Comfortline 2.0 TDI,Volkswagen,550000.0,2012,1968.0,120000,Fourth Owner,Manual,Diesel,18.33,Sedan,5
6565,Maruti SX4 Vxi BSIV,Maruti,450000.0,2013,1586.0,80000,Second Owner,Manual,Petrol,16.51,Sedan,5
6566,Maruti Alto 800 LXI,Maruti,330000.0,2019,796.0,30000,First Owner,Manual,Petrol,22.05,Hatchback,5
6567,Tata Tiago 1.2 Revotron XZA,Tata,557000.0,2018,1199.0,34813,Second Owner,Automatic,Petrol,23.84,Hatchback,5
6568,Tata Nexon 1.5 Revotorq XZA Plus DualTone,Tata,913000.0000000001,2019,1497.0,34382,Second Owner,Automatic,Diesel,21.5,SUV,5
6569,Renault Duster RXS Turbo,Renault,963000.0000000001,2020,1330.0,30191,First Owner,Manual,Petrol,16.42,SUV,5
6570,Tata Tigor XZ Plus CNG BSVI,Tata,868000.0,2022,1199.0,25533,First Owner,Manual,CNG,26.49,Sedan,5
6571,Maruti Alto K10 VXI,Maruti,254000.0,2014,998.0,50930,Second Owner,Manual,Petrol,24.39,Hatchback,5
6572,Hyundai Grand i10 1.2 Kappa Sportz Option AT,Hyundai,564000.0,2017,1197.0,38831,Second Owner,Automatic,Petrol,18.9,Hatchback,5
6573,Maruti Celerio VXI,Maruti,444000.00000000006,2015,998.0,38429,First Owner,Manual,Petrol,23.1,Hatchback,5
6574,Maruti Wagon R CNG LXI Opt BSIV,Maruti,546000.0,2019,998.0,111234,First Owner,Manual,CNG,33.54,Hatchback,5
6575,Honda CR-V 2.0L 2WD AT,Honda,766000.0,2014,1997.0,83586,Second Owner,Automatic,Petrol,13.7,SUV,5
6576,Hyundai Xcent 1.2 Kappa SX Option,Hyundai,434999.99999999994,2015,1197.0,40791,Second Owner,Manual,Petrol,19.1,Sedan,5
6577,Maruti Swift Dzire AMT VDI,Maruti,708000.0,2017,1248.0,52033,Second Owner,Automatic,Diesel,28.4,Sedan,5
6578,Toyota Corolla Altis 1.8 G CNG,Toyota,350000.0,2011,1798.0,150000,Second Owner,Manual,CNG,14.53,Sedan,5
6579,Maruti Vitara Brezza ZXI Plus AT Dual Tone,Maruti,1350000.0,2022,1462.0,10000,First Owner,Automatic,Petrol,18.76,SUV,5
6580,Mitsubishi Pajero Sport 4X4,Mitsubishi,795000.0,2013,2477.0,100000,Second Owner,Manual,Diesel,13.5,SUV,7
6581,Mitsubishi Pajero Sport 4X4,Mitsubishi,795000.0,2013,2477.0,100000,Second Owner,Manual,Diesel,13.5,SUV,7
6582,Honda Amaze S CVT i-VTEC,Honda,550000.0,2018,1199.0,80000,First Owner,Automatic,Petrol,18.1,Sedan,5
6583,Mahindra XUV500 AT W10 FWD,Mahindra,1050000.0,2018,2179.0,80000,Second Owner,Automatic,Diesel,16.0,SUV,7
6584,Ford Ecosport SE Petrol,Ford,1000000.0,2021,1496.0,20000,First Owner,Manual,Petrol,15.9,SUV,5
6585,Maruti Wagon R ZXI 1.2,Maruti,663000.0,2022,1197.0,4777,First Owner,Manual,Petrol,20.52,Hatchback,5
6586,Honda City i-VTEC CVT ZX,Honda,835000.0,2017,1497.0,76320,Second Owner,Automatic,Petrol,18.0,Sedan,5
6587,Maruti Swift ZDi,Maruti,447000.0,2012,1248.0,99479,First Owner,Manual,Diesel,22.9,Hatchback,5
6588,Honda City i VTEC VX,Honda,649000.0,2015,1497.0,52877,First Owner,Manual,Petrol,17.4,Sedan,5
6589,Renault KWID Climber 1.0 AMT,Renault,386000.0,2017,999.0,52528,First Owner,Automatic,Petrol,24.04,Hatchback,5
6590,Honda Amaze S i-Vtech,Honda,364000.0,2013,1198.0,18547,First Owner,Manual,Petrol,18.0,Sedan,5
6591,Maruti Celerio VXI CNG,Maruti,415000.00000000006,2015,998.0,83408,First Owner,Manual,CNG,35.6,Hatchback,5
6592,Maruti Swift VXI,Maruti,443000.0,2015,1197.0,47507,Third Owner,Manual,Petrol,22.38,Hatchback,5
6593,Honda Brio V MT,Honda,245000.00000000003,2012,1198.0,107156,Third Owner,Manual,Petrol,19.4,Hatchback,5
6594,Maruti Alto 800 LXI,Maruti,199000.0,2012,796.0,63748,Second Owner,Manual,Petrol,22.05,Hatchback,5
6595,Maruti Ritz VXi,Maruti,296000.0,2013,1197.0,40723,First Owner,Manual,Petrol,18.5,Hatchback,5
6596,Renault KWID 1.0 RXT,Renault,341000.0,2016,999.0,49451,Second Owner,Manual,Petrol,23.01,Hatchback,5
6597,Maruti Ignis Alpha AMT BSVI,Maruti,765000.0,2022,1197.0,10000,First Owner,Automatic,Petrol,20.89,Hatchback,5
6598,Hyundai i20 1.2 Sportz,Hyundai,250000.0,2011,1197.0,110000,Third Owner,Manual,Petrol,17.0,Hatchback,5
6599,Tata Manza Club Class Quadrajet90 EX,Tata,270000.0,2014,1248.0,120000,Third Owner,Manual,Diesel,21.02,Sedan,5
6600,Mahindra XUV500 W7 BSIV,Mahindra,1250000.0,2018,2179.0,80000,Second Owner,Manual,Diesel,15.1,SUV,7
6601,Hyundai Grand i10 Sportz,Hyundai,484999.99999999994,2017,1197.0,40000,First Owner,Manual,Petrol,18.9,Hatchback,5
6602,Mahindra Scorpio VLX SE BSIV,Mahindra,450000.0,2010,2179.0,120000,Second Owner,Manual,Diesel,15.4,SUV,8
6603,Hyundai i20 1.2 Asta,Hyundai,340000.0,2010,1197.0,120000,Second Owner,Manual,Petrol,17.0,Hatchback,5
6604,Kia Sonet HTK Plus BSVI,Kia,1050000.0,2022,1197.0,30000,First Owner,Manual,Petrol,18.4,SUV,5
6605,Maruti Celerio VXI CNG,Maruti,522000.0,2018,998.0,44110,Second Owner,Manual,CNG,35.6,Hatchback,5
6606,Hyundai i10 Era 1.1 iTech SE,Hyundai,234000.0,2011,1086.0,62237,First Owner,Manual,Petrol,19.81,Hatchback,5
6607,Hyundai EON 1.0 Kappa Magna Plus,Hyundai,256999.99999999997,2015,998.0,84567,Second Owner,Manual,Petrol,20.3,Hatchback,5
6608,Renault Kiger RXZ Turbo,Renault,836000.0,2021,999.0,32673,First Owner,Manual,Petrol,20.5,SUV,5
6609,Volkswagen Ameo 1.5 TDI Highline AT,Volkswagen,593000.0,2016,1498.0,29839,Second Owner,Automatic,Diesel,22.0,Sedan,5
6610,Hyundai i20 Sportz 1.2,Hyundai,449000.0,2014,1197.0,96999,First Owner,Manual,Petrol,18.5,Hatchback,5
6611,Renault KWID Climber 1.0 AMT Opt,Renault,451999.99999999994,2020,999.0,42356,First Owner,Automatic,Petrol,22.0,Hatchback,5
6612,Maruti Alto 800 LXI,Maruti,221000.0,2013,796.0,76653,Second Owner,Manual,Petrol,22.05,Hatchback,5
6613,Maruti Baleno 1.2 CVT Delta,Maruti,575000.0,2017,1197.0,47949,First Owner,Automatic,Petrol,21.4,Hatchback,5
6614,Maruti Wagon R LXI BS IV,Maruti,296000.0,2014,998.0,77267,First Owner,Manual,Petrol,20.51,Hatchback,5
6615,Maruti Swift Dzire VDI,Maruti,500000.0,2014,1248.0,90000,First Owner,Manual,Diesel,23.4,Sedan,5
6616,Hyundai i20 Sportz IVT BSVI,Hyundai,830000.0000000001,2021,1197.0,50000,First Owner,Automatic,Petrol,19.65,Hatchback,5
6617,Audi A4 2.0 TDI Multitronic,Audi,1100000.0,2013,1968.0,100000,First Owner,Automatic,Diesel,16.55,Sedan,5
6618,Maruti Wagon R LX BSIII,Maruti,6400000.0,2008,1061.0,20000,First Owner,Manual,Petrol,17.3,Hatchback,5
6619,Maruti Swift VDI,Maruti,260000.0,2013,1248.0,70000,Second Owner,Manual,Diesel,22.9,Hatchback,5
6620,Maruti Alto 800 VXI,Maruti,240000.0,2014,796.0,120000,First Owner,Manual,Petrol,22.74,Hatchback,5
6621,Toyota Innova Crysta 2.4 VX MT 8S BSIV,Toyota,1875000.0,2018,2393.0,90000,First Owner,Manual,Diesel,13.68,MUV,8
6622,Hyundai i10 Sportz,Hyundai,239000.0,2011,1197.0,74895,Second Owner,Manual,Petrol,20.36,Hatchback,5
6623,Kia Seltos HTK Plus D,Kia,1321000.0,2020,1493.0,17662,First Owner,Manual,Diesel,20.8,SUV,5
6624,Hyundai Grand i10 Magna,Hyundai,358000.0,2014,1197.0,35520,Second Owner,Manual,Petrol,18.9,Hatchback,5
6625,Maruti Swift Dzire VXI,Maruti,451000.0,2013,1197.0,57512,First Owner,Manual,Petrol,22.41,Sedan,5
6626,Honda City i VTEC VX,Honda,791000.0,2017,1497.0,69289,First Owner,Manual,Petrol,17.8,Sedan,5
6627,Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,497000.0,2017,1197.0,40108,First Owner,Manual,Petrol,18.9,Hatchback,5
6628,Hyundai Grand i10 Nios Asta,Hyundai,698000.0,2020,1197.0,8404,First Owner,Manual,Petrol,20.7,Hatchback,5
6629,Maruti Swift Dzire AMT ZXI,Maruti,679000.0,2019,1197.0,35752,Second Owner,Automatic,Petrol,21.21,Sedan,5
6630,Hyundai Santro Asta BSIV,Hyundai,459000.0,2019,1086.0,33984,Second Owner,Manual,Petrol,20.3,Hatchback,5
6631,Maruti Alto K10 VXI AGS Optional,Maruti,367000.0,2017,998.0,44351,First Owner,Automatic,Petrol,23.95,Hatchback,5
6632,Datsun GO Plus T,Datsun,378000.0,2018,1198.0,29855,First Owner,Manual,Petrol,19.02,Datsun,7
6633,Tata Nexon 1.2 Revotron XE,Tata,700000.0,2018,1198.0,50000,Second Owner,Manual,Petrol,17.0,SUV,5
6634,Hyundai Grand i10 Magna,Hyundai,400000.0,2015,1197.0,60000,First Owner,Manual,Petrol,18.9,Hatchback,5
6635,Ford Ecosport 1.5 Ti VCT MT Ambiente,Ford,300000.0,2013,1499.0,80000,Second Owner,Manual,Petrol,15.8,SUV,5
6636,Tata Tigor 1.2 Revotron XZ Option,Tata,450000.0,2017,1199.0,60000,Second Owner,Manual,Petrol,20.3,Sedan,5
6637,Tata Tigor 1.2 Revotron XZ Option,Tata,520000.0,2017,1199.0,60000,Second Owner,Manual,Petrol,20.3,Sedan,5
6638,Hyundai EON D Lite Plus,Hyundai,225000.0,2014,814.0,40000,First Owner,Manual,Petrol,21.1,Hatchback,5
6639,Mahindra Bolero Power Plus SLX,Mahindra,700000.0,2018,1493.0,60000,First Owner,Manual,Diesel,16.5,SUV,7
6640,Honda City i-DTEC VX,Honda,1025000.0,2019,1498.0,90000,First Owner,Manual,Diesel,25.6,Sedan,5
6641,Hyundai i20 Asta Option 1.2,Hyundai,533000.0,2016,1197.0,18774,Second Owner,Manual,Petrol,18.6,Hatchback,5
6642,Maruti Baleno 1.2 CVT Zeta,Maruti,595000.0,2017,1197.0,50484,Second Owner,Automatic,Petrol,21.4,Hatchback,5
6643,Maruti Alto 800 LXI S-CNG,Maruti,443000.0,2021,796.0,37400,First Owner,Manual,CNG,31.59,Hatchback,4
6644,Hyundai Verna CRDi 1.6 AT SX Plus,Hyundai,1126000.0,2018,1582.0,63709,First Owner,Automatic,Diesel,22.0,Sedan,5
6645,Maruti Wagon R VXI BS IV,Maruti,433000.0,2017,998.0,54763,First Owner,Manual,Petrol,20.51,Hatchback,5
6646,Mahindra KUV 100 mFALCON D75 K4,Mahindra,357000.0,2016,1198.0,109428,First Owner,Manual,Diesel,25.32,SUV,6
6647,Maruti Alto 800 LXI,Maruti,254999.99999999997,2015,796.0,19219,First Owner,Manual,Petrol,22.05,Hatchback,5
6648,Maruti Baleno 1.2 CVT Alpha,Maruti,909000.0,2021,1197.0,12268,First Owner,Automatic,Petrol,21.4,Hatchback,5
6649,Maruti Swift Dzire ZXI Plus AT BSVI,Maruti,885000.0,2022,1197.0,10035,First Owner,Automatic,Petrol,22.61,Sedan,5
6650,Maruti Wagon R CNG LXI Opt BSIV,Maruti,561000.0,2019,998.0,44406,First Owner,Manual,CNG,33.54,Hatchback,5
6651,Honda Civic 1.8 V MT,Honda,215000.0,2009,1799.0,90000,First Owner,Manual,Petrol,13.5,Sedan,5
6652,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,250000.0,2011,1198.0,80000,Second Owner,Manual,Petrol,16.47,Hatchback,5
6653,Tata Indica Aqua 1.4 TDI,Tata,175000.0,2011,1405.0,120000,Second Owner,Manual,Diesel,17.0,Hatchback,5
6654,Tata Manza Aqua Quadrajet BS IV,Tata,200000.0,2010,1248.0,110000,Fourth Owner,Manual,Diesel,21.12,Sedan,5
6655,Hyundai Aura S CNG,Hyundai,795000.0,2022,1197.0,20000,First Owner,Manual,CNG,28.0,Sedan,5
6656,Ford Figo 1.5D Base MT,Ford,650000.0,2019,1498.0,50000,First Owner,Manual,Diesel,25.83,Hatchback,5
6657,Honda City GXi,Honda,180000.0,2007,1497.0,120000,Second Owner,Manual,Petrol,17.7,Sedan,5
6658,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Ford,550000.0,2017,1497.0,30000,Second Owner,Automatic,Petrol,14.8,SUV,5
6659,Hyundai Grand i10 Magna,Hyundai,332000.0,2014,1197.0,62990,Second Owner,Manual,Petrol,18.9,Hatchback,5
6660,Hyundai i10 Magna,Hyundai,260000.0,2012,1197.0,55483,Second Owner,Manual,Petrol,20.36,Hatchback,5
6661,Maruti Wagon R LXI CNG,Maruti,403000.0,2017,998.0,61110,Second Owner,Manual,CNG,26.6,Hatchback,5
6662,Hyundai Grand i10 Asta Option,Hyundai,426999.99999999994,2014,1197.0,43571,First Owner,Manual,Petrol,18.9,Hatchback,5
6663,Hyundai Grand i10 Sportz,Hyundai,396000.0,2014,1197.0,38876,First Owner,Manual,Petrol,18.9,Hatchback,5
6664,Maruti Alto K10 VXI,Maruti,222000.00000000003,2013,998.0,75895,Second Owner,Manual,Petrol,24.39,Hatchback,5
6665,Maruti Wagon R LXI BS IV,Maruti,231999.99999999997,2010,998.0,36007,First Owner,Manual,Petrol,18.9,Hatchback,5
6666,Honda City i VTEC SV,Honda,564000.0,2016,1497.0,55353,Second Owner,Manual,Petrol,17.8,Sedan,5
6667,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,507000.0,2016,1198.0,17456,First Owner,Manual,Petrol,17.0,Sedan,5
6668,Maruti Celerio VXI,Maruti,436000.00000000006,2015,998.0,47726,First Owner,Manual,Petrol,25.24,Hatchback,5
6669,Hyundai i10 Sportz AT,Hyundai,284000.0,2011,1197.0,71227,Second Owner,Automatic,Petrol,16.95,Hatchback,5
6670,Maruti Alto 800 LXI,Maruti,332000.0,2016,796.0,24378,First Owner,Manual,Petrol,22.05,Hatchback,5
6671,Hyundai Santa Fe 4WD AT,Hyundai,965000.0,2014,2199.0,70000,Second Owner,Automatic,Diesel,13.01,SUV,7
6672,Tata Indica Aura 1.2 Safire BSIV,Tata,8500000.0,2010,1172.0,100000,Fourth Owner,Manual,Petrol,16.5,Hatchback,5
6673,Maruti Ritz VXi,Maruti,250000.0,2010,1197.0,50000,First Owner,Manual,Petrol,18.5,Hatchback,5
6674,Maruti S-Presso VXI Plus 2019-2022,Maruti,450000.0,2020,998.0,20000,First Owner,Manual,Petrol,21.7,Hatchback,5
6675,Chevrolet Enjoy Petrol LS 8 Seater,Chevrolet,229999.99999999997,2014,1399.0,90000,Third Owner,Manual,Petrol,13.7,MUV,8
6676,Nissan Terrano XL 85 PS,Nissan,650000.0,2016,1461.0,60000,Second Owner,Manual,Diesel,20.45,SUV,5
6677,Tata Zest Quadrajet 1.3 XT,Tata,400000.0,2015,1248.0,120000,First Owner,Manual,Diesel,20.65,Sedan,5
6678,Honda Amaze VX CVT Diesel BSIV,Honda,750000.0,2019,1498.0,70000,First Owner,Automatic,Diesel,23.8,Sedan,5
6679,Maruti Celerio VXI CNG,Maruti,446000.0,2017,998.0,86000,Second Owner,Manual,CNG,35.6,Hatchback,5
6680,Hyundai i20 Sportz 1.2,Hyundai,293000.0,2012,1197.0,75136,Second Owner,Manual,Petrol,18.5,Hatchback,5
6681,Maruti Ciaz VXi Plus,Maruti,529000.0,2015,1373.0,85070,Second Owner,Manual,Petrol,20.73,Sedan,5
6682,Maruti Wagon R LXI CNG,Maruti,413000.0,2017,998.0,66092,First Owner,Manual,CNG,26.6,Hatchback,5
6683,Maruti Alto LXi,Maruti,181000.0,2012,796.0,11969,First Owner,Manual,Petrol,19.7,Hatchback,5
6684,Tata Altroz XZ Diesel BSVI,Tata,698000.0,2020,1497.0,67436,First Owner,Manual,Diesel,23.64,Hatchback,5
6685,Maruti Swift ZXI,Maruti,413000.0,2014,1197.0,33181,Second Owner,Manual,Petrol,22.38,Hatchback,5
6686,Maruti Swift Dzire VXI 1.2,Maruti,661000.0,2017,1197.0,32906,First Owner,Manual,Petrol,21.21,Sedan,5
6687,Maruti Swift Dzire AMT VXI,Maruti,734000.0,2019,1197.0,33434,First Owner,Automatic,Petrol,21.21,Sedan,5
6688,Hyundai i10 Magna 1.1L,Hyundai,265000.0,2012,1086.0,57413,First Owner,Manual,Petrol,19.81,Hatchback,5
6689,Maruti Swift Dzire AMT ZXI,Maruti,733000.0,2019,1197.0,34796,First Owner,Automatic,Petrol,21.21,Sedan,5
6690,Maruti Ciaz 1.4,Maruti,750000.0,2018,1373.0,40000,Second Owner,Manual,Petrol,28.09,Sedan,5
6691,Hyundai Santa Fe 4WD AT,Hyundai,965000.0,2014,2199.0,70000,Second Owner,Automatic,Diesel,13.01,SUV,7
6692,Chevrolet Optra 1.8 LT,Chevrolet,225000.0,2006,1799.0,110000,Second Owner,Manual,Petrol,12.6,Sedan,5
6693,Volkswagen Jetta 2.0L TDI Highline,Volkswagen,1200000.0,2014,1968.0,120000,First Owner,Manual,Diesel,19.33,Sedan,5
6694,Toyota Etios G,Toyota,300000.0,2012,1496.0,120000,Third Owner,Manual,Petrol,17.6,Sedan,5
6695,Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,500000.0,2018,1197.0,70000,First Owner,Automatic,Petrol,18.9,Hatchback,5
6696,Maruti Wagon R LXI Minor,Maruti,9000000.0,2007,1061.0,80000,Fifth Owner,Manual,Petrol,18.9,Hatchback,5
6697,Kia Seltos X-Line DCT,Kia,1800000.0,2021,1353.0,21140,First Owner,Automatic,Petrol,16.5,SUV,5
6698,Hyundai i20 Sportz BSVI,Hyundai,765000.0,2021,1197.0,60157,First Owner,Manual,Petrol,21.0,Hatchback,5
6699,Honda Jazz ZX,Honda,849000.0,2021,1199.0,7171,First Owner,Manual,Petrol,17.1,Hatchback,5
6700,Renault KWID 1.0 RXT,Renault,316000.0,2017,999.0,62810,Third Owner,Manual,Petrol,23.01,Hatchback,5
6701,Maruti Alto K10 VXI,Maruti,345000.0,2018,998.0,46731,First Owner,Manual,Petrol,24.39,Hatchback,5
6702,Maruti Swift VXI,Maruti,453000.0,2015,1197.0,53338,First Owner,Manual,Petrol,22.38,Hatchback,5
6703,Maruti Wagon R LXI CNG,Maruti,455999.99999999994,2017,998.0,55057,First Owner,Manual,CNG,26.6,Hatchback,5
6704,Hyundai Santro Sportz Executive CNG,Hyundai,571000.0,2021,1086.0,33104,First Owner,Manual,CNG,30.48,Hatchback,5
6705,Renault KWID 1.0 RXT,Renault,300000.0,2017,999.0,17440,First Owner,Manual,Petrol,23.01,Hatchback,5
6706,Datsun GO T BSIV,Datsun,261000.0,2017,1198.0,148900,Second Owner,Manual,Petrol,20.63,Hatchback,5
6707,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,204999.99999999997,2011,1198.0,86899,First Owner,Manual,Petrol,16.47,Hatchback,5
6708,Mitsubishi Pajero Sport 4X4,Mitsubishi,750000.0,2015,2477.0,246749,First Owner,Manual,Diesel,13.5,SUV,7
6709,Honda Brio V MT,Honda,229999.99999999997,2013,1198.0,146342,First Owner,Manual,Petrol,19.4,Hatchback,5
6710,Hyundai Verna 1.4 CX VTVT,Hyundai,420000.0,2014,1396.0,67401,Second Owner,Manual,Petrol,17.43,Sedan,5
6711,Maruti Swift VVT VXI,Maruti,398000.0,2014,1197.0,60349,First Owner,Manual,Petrol,22.0,Hatchback,5
6712,Hyundai Verna VTVT 1.6 SX,Hyundai,789000.0,2018,1591.0,42878,First Owner,Manual,Petrol,17.0,Sedan,5
6713,Maruti Wagon R CNG LXI,Maruti,640000.0,2021,998.0,51121,Second Owner,Manual,CNG,32.52,Hatchback,5
6714,Honda WR-V i-DTEC VX,Honda,775000.0,2019,1498.0,64460,Third Owner,Manual,Diesel,25.5,SUV,5
6715,Hyundai EON Magna Plus,Hyundai,224000.00000000003,2013,814.0,101046,Second Owner,Manual,Petrol,21.1,Hatchback,5
6716,Maruti Wagon R CNG LXI,Maruti,618000.0,2021,998.0,18457,First Owner,Manual,CNG,32.52,Hatchback,5
6717,Maruti Wagon R VXI BS IV,Maruti,372000.0,2016,998.0,71761,First Owner,Manual,Petrol,20.51,Hatchback,5
6718,Hyundai i10 Magna,Hyundai,323000.0,2013,1197.0,57575,First Owner,Manual,Petrol,20.36,Hatchback,5
6719,Honda Brio S MT,Honda,268000.0,2012,1198.0,60203,Second Owner,Manual,Petrol,19.4,Hatchback,5
6720,Renault KWID 1.0 RXT Optional AT 2016-2019,Renault,403000.0,2018,999.0,44380,First Owner,Automatic,Petrol,23.01,Hatchback,5
6721,Honda City i-VTEC CVT ZX,Honda,1027000.0,2018,1497.0,36518,First Owner,Automatic,Petrol,18.0,Sedan,5
6722,Maruti Alto 800 LXI S-CNG,Maruti,379000.0,2020,796.0,79358,First Owner,Manual,CNG,31.59,Hatchback,4
6723,Tata New Safari DICOR 2.2 EX 4x2 BS IV,Tata,404000.0,2014,2179.0,116519,First Owner,Manual,Diesel,13.93,SUV,7
6724,Maruti Baleno Zeta CVT,Maruti,780000.0,2021,1197.0,10444,First Owner,Automatic,Petrol,19.56,Hatchback,5
6725,Maruti Alto LX,Maruti,150000.0,2010,796.0,37654,First Owner,Manual,Petrol,19.7,Hatchback,5
6726,Honda City i VTEC CVT VX,Honda,570000.0,2015,1497.0,37149,First Owner,Automatic,Petrol,18.0,Sedan,5
6727,Volkswagen Polo 1.0 TSI Highline Plus AT,Volkswagen,950000.0,2021,999.0,10967,First Owner,Automatic,Petrol,16.47,Hatchback,5
6728,Honda Brio S MT,Honda,175000.0,2012,1198.0,116220,First Owner,Manual,Petrol,19.4,Hatchback,5
6729,Tata Nexon 1.2 Revotron XZA Plus,Tata,750000.0,2018,1198.0,47338,First Owner,Automatic,Petrol,17.0,SUV,5
6730,Hyundai Verna 1.6 SX,Hyundai,491000.0,2013,1582.0,40729,First Owner,Manual,Diesel,22.32,Sedan,5
6731,Maruti Baleno 1.2 Zeta,Maruti,609000.0,2017,1197.0,34559,First Owner,Manual,Petrol,21.4,Hatchback,5
6732,Maruti Swift VXI,Maruti,254999.99999999997,2010,1197.0,82598,Second Owner,Manual,Petrol,22.38,Hatchback,5
6733,Hyundai i10 Sportz AT,Hyundai,303000.0,2013,1197.0,53812,Third Owner,Automatic,Petrol,16.95,Hatchback,5
6734,Honda Brio S MT,Honda,268000.0,2013,1198.0,62642,First Owner,Manual,Petrol,19.4,Hatchback,5
6735,Maruti Swift Dzire AMT ZXI,Maruti,770000.0,2020,1197.0,43692,First Owner,Automatic,Petrol,21.21,Sedan,5
6736,Maruti Wagon R VXI BS IV,Maruti,365000.0,2016,998.0,49310,First Owner,Manual,Petrol,20.51,Hatchback,5
6737,Hyundai i20 1.2 Magna Opt,Hyundai,266000.0,2010,1197.0,92508,First Owner,Manual,Petrol,17.0,Hatchback,5
6738,Maruti Celerio X AMT ZXI BSIV,Maruti,549000.0,2018,998.0,32891,First Owner,Automatic,Petrol,21.63,Hatchback,5
6739,Maruti Alto LXi,Maruti,166000.0,2011,796.0,66153,First Owner,Manual,Petrol,19.7,Hatchback,5
6740,MG Hector Sharp Diesel MT BSIV,MG,1642000.0000000002,2020,1956.0,44095,First Owner,Manual,Diesel,17.41,SUV,5
6741,Hyundai i20 1.2 Sportz,Hyundai,343000.0,2012,1197.0,62544,Second Owner,Manual,Petrol,17.0,Hatchback,5
6742,Hyundai i10 Sportz 1.2,Hyundai,221000.0,2010,1197.0,60716,First Owner,Manual,Petrol,20.36,Hatchback,5
6743,Maruti Swift VVT VXI,Maruti,500000.0,2017,1197.0,54238,First Owner,Manual,Petrol,22.0,Hatchback,5
6744,Maruti Swift VDI,Maruti,350000.0,2012,1248.0,125267,First Owner,Manual,Diesel,22.9,Hatchback,5
6745,Toyota Etios Liva V,Toyota,400000.0,2014,1197.0,97710,First Owner,Manual,Petrol,17.71,Hatchback,5
6746,Maruti Wagon R LXI Minor,Maruti,170000.0,2009,1061.0,17970,First Owner,Manual,Petrol,18.9,Hatchback,5
6747,Maruti Swift Dzire VXI,Maruti,450000.0,2016,1197.0,12617,First Owner,Manual,Petrol,20.85,Sedan,5
6748,Maruti Ciaz ZDi,Maruti,500000.0,2015,1248.0,73956,First Owner,Manual,Diesel,26.21,Sedan,5
6749,Maruti Swift Dzire VXI 1.2,Maruti,600000.0,2017,1197.0,96740,First Owner,Manual,Petrol,21.21,Sedan,5
6750,BMW 5 Series 520d Luxury Line,BMW,4000000.0,2019,1995.0,68029,Third Owner,Automatic,Diesel,20.37,Sedan,5
6751,Tata Tiago NRG Petrol,Tata,472000.0,2019,1199.0,84204,First Owner,Manual,Petrol,24.0,Hatchback,5
6752,Skoda Rapid 1.6 MPI Style BSIV,Skoda,993000.0,2019,1598.0,26343,First Owner,Manual,Petrol,14.3,Sedan,5
6753,Maruti Wagon R ZXI AMT 1.2,Maruti,655000.0,2021,1197.0,6796,First Owner,Automatic,Petrol,20.52,Hatchback,5
6754,Maruti Baleno 1.3 Zeta,Maruti,518000.0,2016,1248.0,109470,Second Owner,Manual,Diesel,27.39,Hatchback,5
6755,Hyundai EON Era Plus,Hyundai,324000.0,2018,814.0,24161,First Owner,Manual,Petrol,21.1,Hatchback,5
6756,Hyundai EON Magna Plus,Hyundai,250000.0,2012,814.0,59250,First Owner,Manual,Petrol,21.1,Hatchback,5
6757,Honda City i VTEC CVT SV,Honda,530000.0,2014,1497.0,53183,First Owner,Automatic,Petrol,18.0,Sedan,5
